address,is_gambling,"num_trans(<=50, <=100, <= 500, <= 1000, <= 5000, <= 10000,  <= 100000, > 100000)",category,link
0x777777D1123591Df7F68E053bc182dE3cd4FA6DE,1,<= 10000,gambling,https://www.stateofthedapps.com/dapps/etheroll
0x1091C132630310ACa62f62Cb155F2506070c2ec5,1,<= 100000,gambling,
0x05e7039c7Afd77157845d9A4f1750B8Ca93Ec378,1,<= 100000,gambling,
0xdc827558062AA1cc0e2AB28146DA9eeAC38A06D1,1,<= 10000,gambling,
0x338D2d618f48Bf6F6917AFCD1fCfd3418bb0CAcc,1,<= 10000,gambling,
0x1C1250f0846F1Efeb08F94b8e016AE9A483dCe1C,1,<= 500,gambling,
0x959e507febC94D8d85b0ADaa1c594C0A02aa209a,1,<= 500,gambling,
0x0debfb5127D8B5DD2fAfC93724C88Bd7F40Cc852,1,<= 500,gambling,
0xBc5716fb981c03DD0B50909F7581C53f6461d72C,1,<= 100,gambling,
0x6a21a83da9863d929A3D70c55bee2536fA48D544,1,<= 50,gambling,
0x12f208476F64De6e6f933E55069Ba9596D818e08,0,<= 500,,
0xf567EA9138FE836555b9002AbEea42a9DBf16Ac5,0,<= 5000,,
0xF5d49387EcFA36bD2BF047d9E72344A2b3afBB72,0,<= 5000,,
0x1689dCfef3E695ac4CC1e5B7E77F9135f1d58A50,0,<= 50,,
0x471cD7A690B752e13826bbF3745A9111C66906F5,0,<= 50,,
0x497559ddecd57028990D6df58efF962B493829d8,0,<= 500,,
0xEDb94888EFF041Eb50C9FC92C360f66AFB3b94C5,0,<= 5000,,
0xaf3b6Cf6B25740Af51cfebcaaD5bAE2cA12856f0,0,<= 5000,,
0xfE7EE4CaD9EC227A569E036FaD032c85be670412,0,<= 100,,
0xA667F7c9F8D9E7F54814f312aE42d08A31154889,0,<= 5000,,
0x5585f99a9af13B73A6210EA9c8ca98b69f4a4b31,0,<= 5000,,
0x15eBe584D7a0c28a3a4e73E5430B08324F3296f9,0,<= 5000,,
0xb746Aed479f18287DC8FC202Fe06F25F1A0a60ae,0,<= 100000,,
0xF4DD29BfD2698Db644218493DCcb36F0915c8617,0,<= 500,,
0x595A47e57b3Ec34031429D2abf9c941e4e3a8D99,0,<= 100,,
0xee44B11148486c05112d6418b987D8B8C2632E8f,0,<= 50,,
0xf5fCfeA8331A44a5a7239BC75BC8b3CF4e2193e0,0,<= 5000,,
0xc2dAE00a6D0b2e9ca084c1c521b77aF3DC4c08cA,0,<= 5000,,
0xd10A9343a0981CCd01B06303a2Cd88e089Bf1dC6,0,<= 500,,
0x55656b8a58dF94C1e8B5142F8da973301452eA65,0,<= 500,,
0x61b9898C9b60A159fC91ae8026563cd226B7a0C1,0,<= 100000,exchanges,https://www.stateofthedapps.com/dapps/deversifi
0x7328b31825ac9b46dff6bFC092391156cFB6E1F2,0,<= 50,finance,https://www.stateofthedapps.com/dapps/bitwich
0x9a2d163aB40F88C625Fd475e807Bbc3556566f80,0,> 100000,exchanges,https://www.stateofthedapps.com/dapps/singularx
0xb818acC3307fD45A461Df55Df75F3aA435682977,0,<= 500,games,https://www.stateofthedapps.com/dapps/bitpainting
0x7105eC15995A97496eC25de36CF7eEc47b703375,0,<= 1000,finance,https://www.stateofthedapps.com/dapps/red-box-dapp
0xe5b9746dfCC2eF1054D47A451A77bb5f390c468d,0,<= 100000,finance,https://www.stateofthedapps.com/dapps/0xbitcoincash
0x07925fbD9A9Bad7f7ccaD02353d0fe24b99AAbB2,0,<= 5000,games,https://www.stateofthedapps.com/dapps/blocktime-buddies
0x5f37ef03130f92925EA56579b891261118773aeA,0,<= 50,social,https://www.stateofthedapps.com/dapps/crypto-xmas
0xDc078FF399D0001c31454e83896e8881D164FB95,0,<= 10000,games,https://www.stateofthedapps.com/dapps/ethersnailfarm
0xE991247b78F937D7B69cFC00f1A487A293557677,0,<= 5000,exchanges,https://www.stateofthedapps.com/dapps/augur
0xF7f6c2836293A661bE2690FBaCaE97F3F027e9c4,0,<= 5000,games,https://www.stateofthedapps.com/dapps/chainmonsters
0xb6A398D36381A2370d9522dE023B5bCe5000Ae9D,0,<= 5000,finance,https://www.stateofthedapps.com/dapps/94eth
0x14b2e65338dDEF083F9469098629bDc563c5E167,0,<= 500,games,https://www.stateofthedapps.com/dapps/cryptoman
0xc07E7C1aCC5C61A54E24B2aF564bdb1E256F72D5,0,<= 100,games,https://www.stateofthedapps.com/dapps/cryptoflip-cars
0xAfebb81C99f28bD83f00A3023736ce6AE12b0826,1,<= 50,gambling,
0x8fd3121013A07C57f0D69646E86E7a4880b467b7,0,<= 100000,exchanges,https://www.stateofthedapps.com/dapps/airswap
0x27054b13b1B798B345b591a4d22e6562d47eA75a,0,<= 100000,exchanges,https://www.stateofthedapps.com/dapps/airswap
0x2e9494387868eB9ec6997b711D655De82F53713F,1,<= 5000,gambling,https://www.stateofthedapps.com/dapps/find-the-rabbit
0x1a95B271B0535D15fa49932Daba31BA612b52946,0,> 100000,exchanges,https://www.stateofthedapps.com/dapps/minereum
0x99961135D09643Cc8028Dd5b11DF7e5b2E4013bE,0,<= 500,governance,https://www.stateofthedapps.com/dapps/clearpoll
0x635B5D69C84FDbff768443a3E823EE1c07d6eAc8,0,<= 50,storage,https://www.stateofthedapps.com/dapps/our-bible
0x8493835CAfC3EB1dD74BC0D0e1a06E0A9C14E2D7,0,<= 50,social,https://www.stateofthedapps.com/dapps/lovelock
0x9A9de4897646951fB7150CD41d8Ed30Ba3080237,0,<= 500,high risk,https://www.stateofthedapps.com/dapps/daily125percent
0x896F11b2628208e09BD5CFdD0C4f7C28C0349d61,0,<= 100,games,https://www.stateofthedapps.com/dapps/coinpledge
0x9157494EcD62333B03C348eFA9E7a5Af03F87476,0,<= 1000,games,https://www.stateofthedapps.com/dapps/etherknight
0x09927C55998A0EA12b8f24932356FCE3a46dDE12,0,<= 500,games,https://www.stateofthedapps.com/dapps/etherknight
0xd9Ff8cc0433C995F3A9711F1400329cD6A40387f,0,<= 1000,games,https://www.stateofthedapps.com/dapps/etherknight
0x0cB8D0B37C7487b11d57F1f33dEfA2B1d3cFccfE,0,<= 5000,marketplaces,https://www.stateofthedapps.com/dapps/meme-factory
0xd23043ce917aC39309F49dbA82f264994d3AdE76,0,<= 1000,marketplaces,https://www.stateofthedapps.com/dapps/meme-factory
0xCc80C051057B774cD75067Dc48f8987C4Eb97A5e,0,<= 5000,exchanges,https://www.stateofthedapps.com/dapps/deversifi-voting-dapp
0x81EAF1fF62BB8ccaa5314287B14e75E04E21b8F2,0,<= 500,games,https://etherscan.io/address/0x81EAF1fF62BB8ccaa5314287B14e75E04E21b8F2?utm_source=StateOfTheDApps
0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,1,> 100000,gambling,https://www.stateofthedapps.com/dapps/etherandbitcoins
0x52bc44d5378309EE2abF1539BF71dE1b7d7bE3b5,1,> 100000,gambling,https://www.stateofthedapps.com/dapps/etherandbitcoins
0x2a5994b501E6A560e727b6C2DE5D856396aaDd38,1,<= 100000,gambling,https://www.stateofthedapps.com/dapps/etherandbitcoins
0xbbf856d36d04a80D9f526510Ceba01EA27627488,1,<= 50,social,https://www.stateofthedapps.com/dapps/ribbit
0x035d029839D7cdc1F111dCfB6303D763459A46dC,1,<= 1000,games,https://www.stateofthedapps.com/dapps/unicorns-vs-dinosaurs
0xe824055fefA7bEB658A8656D32cA48D658Cd6D3B,0,<= 1000,marketplaces,https://www.stateofthedapps.com/dapps/crypto-lambos
0xC0B52b76055C392D67392622AE7737cdb6D42133,0,<= 100000,high risk,https://www.stateofthedapps.com/dapps/wallie-dapp
0x3C4eAce49c96a6e6412dcFfD08D5a8FebcC70FbD,0,<= 500,games,https://www.stateofthedapps.com/dapps/ethecom
0x096D7Ce60278E623C0B5763A0D04Fde844d2C537,0,<= 500,games,https://www.stateofthedapps.com/dapps/billiontix
0x2a0c0DBEcC7E4D658f48E01e3fA353F44050c208,0,> 100000,exchanges,https://www.stateofthedapps.com/dapps/idex
0xCc13Fc627EFfd6E35D2D2706Ea3C4D7396c610ea,0,<= 10000,exchanges,https://www.stateofthedapps.com/dapps/idex
0xF915bbFBB6C097DC327e64eEc55E9eF4D110d627,0,<= 100000,games,https://www.stateofthedapps.com/dapps/contract-servant
0xae1E3E7C920F7ED0F850701988059Dc209d60257,0,<= 100000,games,https://www.stateofthedapps.com/dapps/contract-servant
0xCD36046FE3f6f64FE9a4DDe15c16Bc561d76E723,0,<= 500,games,https://www.stateofthedapps.com/dapps/contract-servant
0x35A6F91C15538ae4A666dB6d39395FD657A108f6,0,<= 500,exchanges,https://www.stateofthedapps.com/dapps/ramp-instant
0xa903cD0e9E268aB599949F9EBd08521216a6c04C,0,<= 500,exchanges,https://www.stateofthedapps.com/dapps/ramp-instant
0xA1F58F081C67dFd9ef93955C06877cBF357B5c56,1,<= 50,gambling,https://www.stateofthedapps.com/dapps/dogracing
0x2ceeDb62C316665FC30eE8F9657fFCB36bE09A96,0,<= 500,games,https://www.stateofthedapps.com/dapps/eth-town
0x86Fb872FF061F7d47d7C8154E6030731695ed1Fe,0,<= 1000,games,https://www.stateofthedapps.com/dapps/eth-town
0x8BEA722E8Ca5F0874c2C6762209F63FE60BF8A7F,0,<= 50,games,https://www.stateofthedapps.com/dapps/eth-town
0x6ecD58c1fb4aF86D347F7Bcf6Ff713A0A8F99C4c,0,<= 50,games,https://www.stateofthedapps.com/dapps/eth-town
0x68667745398D750E20DbDB655F0f8CE86c405d8c,0,<= 100,games,https://www.stateofthedapps.com/dapps/eth-town
0x59A6dc30E56A7B952EDEfCE012AeeF25aBEb5699,0,<= 50,games,https://www.stateofthedapps.com/dapps/eth-town
0x4173c24c14EEc657aaA38fcB1676DF22B1771C76,0,<= 1000,games,https://www.stateofthedapps.com/dapps/eth-town
0x7c523c42AD255E5b270B12fEE2Ecc1103e88a9dC,0,<= 500,identity,https://www.stateofthedapps.com/dapps/ens-nifty
0x3d5c028F34d29910C465d7DF3c19e12bc58e18EA,1,<= 500,gambling,https://www.stateofthedapps.com/dapps/space-miners
0x97e9c7678b34B09Bdb404BAFD573CafC4240A5d2,0,<= 100,exchanges,https://www.stateofthedapps.com/dapps/vfse-token-exchange
0x3F83C5F5E89F604883Ac2454edd287Abea343Ec2,0,<= 100000,high risk,https://www.stateofthedapps.com/dapps/pyrabank-hex
0x31C70e9a1BAb16f47710E4B302c49998Cfb36ef9,0,<= 100,media,https://www.stateofthedapps.com/dapps/cryptosketches
0x8ba49452E12449240425DE9895b1aA51f5F3b90D,0,<= 100000,finance,https://www.stateofthedapps.com/dapps/globalmiles
0x5f6E7fb7Fe92EA7822472bB0E8f1BE60D6A4EA50,0,<= 100000,development,https://www.stateofthedapps.com/dapps/artemine
0xC3E777f1A1717Be8D68300593D8bf83C33Dd02f2,1,<= 500,gambling,https://www.stateofthedapps.com/dapps/myetherdate
